Date,Open,High,Low,Close,Adj Close,Volume
2014-03-25,0.780000,0.780000,0.780000,0.780000,0.780000,1
2014-03-26,0.780000,0.780000,0.780000,0.780000,0.780000,0
2014-03-27,0.780000,0.780000,0.780000,0.780000,0.780000,0
2014-03-28,0.780000,0.780000,0.780000,0.780000,0.780000,0
2014-03-29,0.780000,0.780000,0.700000,0.700000,0.700000,0
2014-03-30,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-03-30,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-03-31,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-01,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-02,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-03,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-04,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-05,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-06,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-07,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-08,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-09,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-10,0.700000,0.700000,0.560000,0.560000,0.560000,2
2014-04-11,0.560000,0.560000,0.560000,0.560000,0.560000,0
2014-04-12,0.560000,0.560000,0.560000,0.560000,0.560000,0
2014-04-13,0.560000,0.580000,0.560000,0.580000,0.580000,0
2014-04-14,0.580000,0.600000,0.011000,0.011000,0.011000,8
2014-04-15,0.011000,0.011000,0.011000,0.011000,0.011000,0
2014-04-16,0.011000,0.650000,0.011000,0.650000,0.650000,0
2014-04-17,0.650000,0.650000,0.650000,0.650000,0.650000,0
2014-04-18,0.650000,0.740000,0.650000,0.700000,0.700000,0
2014-04-19,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-20,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-21,0.700000,0.700000,0.700000,0.700000,0.700000,0
2014-04-22,0.700000,0.801000,0.700000,0.800000,0.800000,384
2014-04-23,0.800000,0.900000,0.780000,0.900000,0.900000,23
2014-04-24,0.900000,1.720000,0.900000,1.200000,1.200000,66
2014-04-25,1.200000,2.500000,1.200000,2.000000,2.000000,130
2014-04-26,2.000000,2.000000,1.700000,2.000000,2.000000,47
2014-04-27,2.000000,2.000000,2.000000,2.000000,2.000000,0
2014-04-28,2.000000,2.000000,1.450000,1.450000,1.450000,39
2014-04-29,1.450000,1.500000,1.450000,1.500000,1.500000,0
2014-04-30,1.500000,1.500000,1.500000,1.500000,1.500000,0
2014-05-01,1.500000,1.500000,1.400000,1.400000,1.400000,1
2014-05-02,1.400000,1.400000,1.400000,1.400000,1.400000,0
2014-05-03,1.400000,1.650000,1.400000,1.520000,1.520000,10
2014-05-04,1.520000,1.680000,1.520000,1.600000,1.600000,7
2014-05-05,1.600000,1.600000,1.550000,1.600000,1.600000,7
2014-05-06,1.600000,1.660000,1.600000,1.640000,1.640000,7
2014-05-07,1.640000,1.640000,1.640000,1.640000,1.640000,0
2014-05-08,1.640000,2.250000,1.640000,2.250000,2.250000,25
2014-05-09,2.250000,2.250000,2.250000,2.250000,2.250000,2
2014-05-10,2.250000,2.350000,2.200000,2.350000,2.350000,0
2014-05-11,2.350000,2.350000,2.000000,2.350000,2.350000,0
2014-05-12,2.350000,2.350000,2.000000,2.350000,2.350000,1015
2014-05-13,2.350000,3.500000,2.350000,3.100000,3.100000,873
2014-05-14,3.100000,7.500000,3.100000,6.000000,6.000000,838
2014-05-15,6.000000,6.000000,6.000000,6.000000,6.000000,0
2014-05-16,6.000000,6.000000,5.000000,5.000000,5.000000,15
2014-05-17,5.000000,6.000000,5.000000,6.000000,6.000000,240
2014-05-18,6.000000,6.000000,5.700000,6.000000,6.000000,366
2014-05-19,6.000000,7.000000,6.000000,7.000000,7.000000,31
2014-05-20,7.000000,7.500000,6.650000,7.500000,7.500000,43
2014-05-21,7.500000,18.000000,7.500000,18.000000,18.000000,0
2014-05-22,18.000000,18.000000,7.000000,18.000000,18.000000,0
2014-05-23,18.000000,18.000000,17.000000,18.000000,18.000000,14
2014-05-24,18.000000,18.000000,16.000000,16.000000,16.000000,0
2014-05-25,16.000000,16.000000,12.000000,16.000000,16.000000,5492
2014-05-26,16.000000,16.000000,10.000000,15.990000,15.990000,43
2014-05-27,15.990000,15.990000,8.100000,8.100000,8.100000,24
2014-05-28,8.100000,8.100000,8.100000,8.100000,8.100000,220
2014-05-29,8.100000,13.000000,8.100000,13.000000,13.000000,7
2014-05-30,13.000000,15.000000,13.000000,13.000000,13.000000,334
2014-05-31,13.000000,13.000000,11.000000,11.000000,11.000000,160
2014-06-01,11.000000,15.500000,11.000000,15.500000,15.500000,4
2014-06-02,15.500000,15.500000,15.400000,15.490000,15.490000,16
2014-06-03,15.490000,15.490000,12.000000,15.490000,15.490000,29
2014-06-04,15.490000,15.490000,12.000000,12.000000,12.000000,26
2014-06-05,12.000000,12.000000,12.000000,12.000000,12.000000,230
2014-06-06,12.000000,12.000000,12.000000,12.000000,12.000000,212
2014-06-07,12.000000,12.000000,5.000000,5.000000,5.000000,22
2014-06-08,5.000000,5.000000,5.000000,5.000000,5.000000,0
2014-06-09,5.000000,5.000000,5.000000,5.000000,5.000000,0
2014-06-10,5.000000,5.000000,5.000000,5.000000,5.000000,0
2014-06-11,5.000000,15.000000,5.000000,15.000000,15.000000,31
2014-06-12,15.000000,15.000000,15.000000,15.000000,15.000000,0
2014-06-13,15.000000,15.000000,15.000000,15.000000,15.000000,0
2014-06-14,15.000000,15.000000,12.000000,12.000000,12.000000,0
2014-06-15,12.000000,12.000000,9.100000,9.100000,9.100000,9
2014-06-16,9.100000,9.100000,9.100000,9.100000,9.100000,0
2014-06-17,9.100000,9.100000,9.100000,9.100000,9.100000,0
2014-06-18,9.100000,9.100000,9.100000,9.100000,9.100000,0
2014-06-19,9.100000,15.000000,9.100000,15.000000,15.000000,2
2014-06-20,15.000000,15.000000,12.000000,12.000000,12.000000,60
2014-06-21,12.000000,14.990000,5.000000,14.990000,14.990000,2
2014-06-22,14.990000,14.990000,14.990000,14.990000,14.990000,0
2014-06-23,14.990000,14.990000,14.990000,14.990000,14.990000,0
2014-06-24,14.990000,14.990000,14.990000,14.990000,14.990000,0
2014-06-25,14.990000,14.990000,14.990000,14.990000,14.990000,0
2014-06-26,14.990000,14.990000,8.500000,8.500000,8.500000,2
2014-06-27,8.500000,8.500000,8.500000,8.500000,8.500000,0
2014-06-28,8.500000,8.500000,8.500000,8.500000,8.500000,0
2014-06-29,8.500000,8.500000,8.500000,8.500000,8.500000,0
2014-06-30,8.500000,8.500000,8.500000,8.500000,8.500000,0
2014-07-01,8.500000,8.500000,8.500000,8.500000,8.500000,0
2014-07-02,8.500000,8.500000,8.500000,8.500000,8.500000,0
2014-07-03,8.500000,8.500000,8.500000,8.500000,8.500000,0
2014-07-04,8.500000,8.500000,8.500000,8.500000,8.500000,0
2014-07-05,8.500000,10.000000,8.000000,10.000000,10.000000,96
2014-07-06,10.000000,10.000000,6.100000,6.100000,6.100000,6
2014-07-07,6.100000,6.100000,6.100000,6.100000,6.100000,0
2014-07-08,6.100000,6.100000,6.100000,6.100000,6.100000,0
2014-07-09,6.100000,6.100000,6.100000,6.100000,6.100000,0
2014-07-10,6.100000,6.100000,6.100000,6.100000,6.100000,0
2014-07-11,6.100000,6.100000,6.100000,6.100000,6.100000,0
2014-07-12,6.100000,6.100000,6.100000,6.100000,6.100000,0
2014-07-13,6.100000,6.100000,6.100000,6.100000,6.100000,0
2014-07-14,6.100000,6.100000,6.100000,6.100000,6.100000,0
2014-07-15,6.100000,6.100000,6.100000,6.100000,6.100000,0
2014-07-16,6.100000,6.100000,6.100000,6.100000,6.100000,0
2014-07-17,6.100000,6.100000,6.100000,6.100000,6.100000,0
2014-07-18,6.100000,7.000000,6.100000,7.000000,7.000000,1
2014-07-19,7.000000,7.000000,7.000000,7.000000,7.000000,0
2014-07-20,7.000000,7.000000,7.000000,7.000000,7.000000,0
2014-07-21,7.000000,7.000000,7.000000,7.000000,7.000000,0
2014-07-22,7.000000,7.000000,7.000000,7.000000,7.000000,0
2014-07-23,7.000000,7.000000,7.000000,7.000000,7.000000,0
2014-07-24,7.000000,7.000000,7.000000,7.000000,7.000000,0
2014-07-25,7.000000,7.000000,6.000000,6.000000,6.000000,12
2014-07-26,6.000000,6.000000,6.000000,6.000000,6.000000,0
2014-07-27,6.000000,6.000000,6.000000,6.000000,6.000000,0
2014-07-28,6.000000,6.000000,6.000000,6.000000,6.000000,0
2014-07-29,6.000000,6.000000,6.000000,6.000000,6.000000,0
2014-07-30,6.000000,6.000000,6.000000,6.000000,6.000000,0
2014-07-31,6.000000,6.000000,6.000000,6.000000,6.000000,0
2014-08-01,6.000000,6.000000,6.000000,6.000000,6.000000,0
2014-08-02,6.000000,6.000000,6.000000,6.000000,6.000000,0
2014-08-03,6.000000,6.000000,4.000000,4.000000,4.000000,12
2014-08-04,4.000000,4.000000,4.000000,4.000000,4.000000,0
2014-08-05,4.000000,4.000000,4.000000,4.000000,4.000000,0
2014-08-06,4.000000,4.000000,4.000000,4.000000,4.000000,0
2014-08-07,4.000000,4.000000,4.000000,4.000000,4.000000,0
2014-08-08,4.000000,4.000000,4.000000,4.000000,4.000000,0
2014-08-09,4.000000,4.000000,4.000000,4.000000,4.000000,0
2014-08-10,4.000000,7.000000,4.000000,7.000000,7.000000,0
2014-08-11,7.000000,7.000000,7.000000,7.000000,7.000000,0
2014-08-12,7.000000,7.000000,7.000000,7.000000,7.000000,0
2014-08-13,7.000000,7.000000,7.000000,7.000000,7.000000,0
2014-08-14,7.000000,7.000000,4.210000,4.210000,4.210000,1
2014-08-15,4.210000,4.210000,4.210000,4.210000,4.210000,0
2014-08-16,4.210000,4.210000,4.210000,4.210000,4.210000,0
2014-08-17,4.210000,4.210000,4.210000,4.210000,4.210000,0
2014-08-18,4.210000,4.210000,4.210000,4.210000,4.210000,0
2014-08-19,4.210000,4.210000,4.210000,4.210000,4.210000,0
2014-08-20,4.210000,4.210000,4.210000,4.210000,4.210000,0
2014-08-21,4.210000,4.210000,1.000000,1.000000,1.000000,0
2014-08-22,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-08-23,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-08-24,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-08-25,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-08-26,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-08-27,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-08-28,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-08-29,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-08-30,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-08-31,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-09-01,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-09-02,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-09-03,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-09-04,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-09-05,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-09-06,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-09-07,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-09-08,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-09-09,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-09-10,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-09-11,1.000000,4.400000,1.000000,4.400000,4.400000,1
2014-09-12,4.400000,4.400000,1.010000,1.010000,1.010000,0
2014-09-13,1.010000,4.400000,1.010000,4.400000,4.400000,0
2014-09-14,4.400000,4.400000,4.400000,4.400000,4.400000,0
2014-09-15,4.400000,4.400000,4.400000,4.400000,4.400000,0
2014-09-16,4.400000,4.400000,4.400000,4.400000,4.400000,0
2014-09-17,4.400000,4.400000,4.400000,4.400000,4.400000,0
2014-09-18,4.400000,4.400000,4.400000,4.400000,4.400000,0
2014-09-19,4.400000,4.400000,4.400000,4.400000,4.400000,0
2014-09-20,4.400000,4.400000,4.400000,4.400000,4.400000,0
2014-09-21,4.400000,4.400000,4.400000,4.400000,4.400000,0
2014-09-22,4.400000,4.400000,1.000000,4.090000,4.090000,0
2014-09-23,4.090000,4.090000,2.000000,2.000000,2.000000,0
2014-09-24,2.000000,4.390000,2.000000,4.390000,4.390000,3
2014-09-25,4.390000,4.390000,4.390000,4.390000,4.390000,0
2014-09-26,4.390000,4.390000,4.390000,4.390000,4.390000,0
2014-09-27,4.390000,4.390000,4.390000,4.390000,4.390000,0
2014-09-28,4.390000,4.390000,4.390000,4.390000,4.390000,0
2014-09-29,4.390000,4.390000,4.390000,4.390000,4.390000,0
2014-09-30,4.390000,4.390000,1.000000,1.000000,1.000000,0
2014-10-01,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-10-02,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-10-03,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-10-04,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-10-05,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-10-06,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-10-07,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-10-08,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-10-09,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-10-10,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-10-11,1.000000,3.850000,1.000000,3.850000,3.850000,1
2014-10-12,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-13,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-14,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-15,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-16,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-17,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-18,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-19,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-20,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-21,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-22,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-23,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-24,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-25,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-27,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-28,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-29,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-30,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-10-31,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-11-01,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-11-02,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-11-03,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-11-04,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-11-05,3.850000,3.850000,3.850000,3.850000,3.850000,0
2014-11-06,3.850000,3.850000,1.000000,1.000000,1.000000,0
2014-11-07,1.000000,4.000000,1.000000,4.000000,4.000000,63
2014-11-08,4.000000,4.000000,4.000000,4.000000,4.000000,0
2014-11-09,4.000000,4.000000,4.000000,4.000000,4.000000,0
2014-11-10,4.000000,4.000000,4.000000,4.000000,4.000000,0
2014-11-11,4.000000,4.000000,4.000000,4.000000,4.000000,0
2014-11-12,4.000000,4.000000,4.000000,4.000000,4.000000,0
2014-11-13,4.000000,4.000000,1.000000,1.000000,1.000000,0
2014-11-14,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-15,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-16,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-17,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-18,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-19,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-20,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-21,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-22,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-23,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-24,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-25,1.000000,1.000000,1.000000,1.000000,1.000000,0
2014-11-26,1.000000,2.500000,1.000000,2.500000,2.500000,0
2014-11-27,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-11-28,2.500000,2.500000,1.000000,2.000000,2.000000,0
2014-11-29,2.000000,2.000000,2.000000,2.000000,2.000000,0
2014-11-30,2.000000,2.000000,2.000000,2.000000,2.000000,0
2014-12-01,2.000000,2.400000,2.000000,2.400000,2.400000,4
2014-12-02,2.400000,2.500000,2.400000,2.500000,2.500000,2
2014-12-03,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-04,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-05,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-06,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-07,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-08,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-09,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-10,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-11,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-12,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-13,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-14,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-15,2.500000,2.500000,2.500000,2.500000,2.500000,0
2014-12-16,2.500000,2.500000,1.600000,1.600000,1.600000,0
2014-12-17,1.600000,1.600000,1.600000,1.600000,1.600000,0
2014-12-18,1.600000,1.600000,1.600000,1.600000,1.600000,0
2014-12-19,1.600000,1.600000,1.600000,1.600000,1.600000,0
2014-12-20,1.600000,1.600000,1.600000,1.600000,1.600000,0
2014-12-21,1.600000,1.600000,1.600000,1.600000,1.600000,0
2014-12-22,1.600000,1.600000,1.600000,1.600000,1.600000,0
2014-12-23,1.600000,1.600000,1.600000,1.600000,1.600000,0
2014-12-24,1.600000,1.600000,1.600000,1.600000,1.600000,0
2014-12-25,1.600000,1.600000,1.600000,1.600000,1.600000,0
2014-12-26,1.600000,1.990000,1.600000,1.990000,1.990000,0
2014-12-27,1.990000,1.990000,1.650000,1.650000,1.650000,0
2014-12-28,1.650000,1.650000,1.650000,1.650000,1.650000,0
2014-12-29,1.650000,1.650000,1.650000,1.650000,1.650000,0
2014-12-30,1.650000,1.650000,1.650000,1.650000,1.650000,0
2014-12-31,1.650000,1.650000,1.600000,1.600000,1.600000,0
2015-01-01,1.600000,1.600000,1.600000,1.600000,1.600000,0
2015-01-02,1.600000,1.720000,1.600000,1.720000,1.720000,0
2015-01-03,1.720000,1.720000,1.720000,1.720000,1.720000,0
2015-01-04,1.720000,1.720000,1.720000,1.720000,1.720000,5
2015-01-05,1.720000,1.720000,1.600000,1.600000,1.600000,0
2015-01-06,1.600000,1.600000,1.600000,1.600000,1.600000,0
2015-01-07,1.600000,1.600000,1.600000,1.600000,1.600000,0
2015-01-08,1.600000,1.600000,1.600000,1.600000,1.600000,0
2015-01-09,1.600000,1.600000,1.600000,1.600000,1.600000,0
2015-01-10,1.600000,1.600000,1.600000,1.600000,1.600000,0
2015-01-11,1.600000,1.960000,1.500000,1.500000,1.500000,0
2015-01-12,1.500000,1.500000,1.500000,1.500000,1.500000,0
2015-01-13,1.500000,1.500000,1.500000,1.500000,1.500000,0
2015-01-14,1.500000,1.500000,1.500000,1.500000,1.500000,0
2015-01-15,1.500000,1.500000,1.500000,1.500000,1.500000,0
2015-01-16,1.500000,1.500000,1.500000,1.500000,1.500000,0
2015-01-17,1.500000,1.500000,1.500000,1.500000,1.500000,0
2015-01-18,1.500000,1.500000,1.500000,1.500000,1.500000,0
2015-01-19,1.500000,1.500000,1.500000,1.500000,1.500000,0
2015-01-20,1.500000,1.500000,1.500000,1.500000,1.500000,0
2015-01-21,1.500000,1.500000,1.110000,1.110000,1.110000,0
2015-01-22,1.110000,1.110000,1.110000,1.110000,1.110000,0
2015-01-23,1.110000,1.110000,1.110000,1.110000,1.110000,0
2015-01-24,1.110000,1.110000,1.110000,1.110000,1.110000,0
2015-01-25,1.110000,1.800000,1.110000,1.800000,1.800000,1
2015-01-26,1.800000,1.800000,1.800000,1.800000,1.800000,0
2015-01-27,1.800000,1.800000,1.800000,1.800000,1.800000,0
2015-01-28,1.800000,1.900000,1.800000,1.900000,1.900000,0
2015-01-29,1.900000,1.900000,1.900000,1.900000,1.900000,0
2015-01-30,1.900000,1.900000,1.330000,1.900000,1.900000,0
2015-01-31,1.900000,1.900000,1.900000,1.900000,1.900000,0
2015-02-01,1.900000,1.900000,1.900000,1.900000,1.900000,0
2015-02-02,1.900000,1.900000,1.900000,1.900000,1.900000,0
2015-02-03,1.900000,1.900000,1.900000,1.900000,1.900000,0
2015-02-04,1.900000,1.900000,1.330000,1.330000,1.330000,0
2015-02-05,1.330000,1.960000,1.330000,1.890000,1.890000,6
2015-02-06,1.890000,1.890000,1.890000,1.890000,1.890000,0
2015-02-07,1.890000,2.000000,1.330000,2.000000,2.000000,0
2015-02-08,2.000000,2.000000,2.000000,2.000000,2.000000,0
2015-02-09,2.000000,2.000000,1.550000,2.000000,2.000000,5
2015-02-10,2.000000,2.000000,2.000000,2.000000,2.000000,0
2015-02-11,2.000000,2.880000,2.000000,2.700000,2.700000,3
2015-02-12,2.700000,2.700000,2.700000,2.700000,2.700000,0
2015-02-13,2.700000,2.700000,2.700000,2.700000,2.700000,0
2015-02-14,2.700000,2.700000,1.700000,1.700000,1.700000,0
2015-02-15,1.700000,1.700000,1.700000,1.700000,1.700000,0
2015-02-16,1.700000,2.000000,1.700000,1.700000,1.700000,0
2015-02-17,2.900000,10.000000,2.900000,10.000000,10.000000,0
2015-02-18,10.000000,10.000000,10.000000,10.000000,10.000000,0
2015-02-19,1.700000,2.500000,1.700000,2.500000,2.500000,0
2015-02-20,2.500000,2.500000,1.700000,1.700000,1.700000,0
2015-02-21,1.700000,1.700000,1.700000,1.700000,1.700000,0
2015-02-22,1.700000,1.700000,1.700000,1.700000,1.700000,0
2015-02-23,1.700000,1.700000,1.700000,1.700000,1.700000,0
2015-02-24,10.000000,10.000000,2.900000,2.900000,2.900000,0
2015-02-25,2.900000,2.900000,2.900000,2.900000,2.900000,0
2015-02-26,2.900000,2.900000,2.900000,2.900000,2.900000,0
2015-02-27,2.900000,3.680000,2.900000,3.680000,3.680000,0
2015-02-28,3.000000,3.000000,3.000000,3.000000,3.000000,3
2015-03-01,3.000000,3.000000,3.000000,3.000000,3.000000,0
2015-03-02,3.000000,3.000000,1.700000,1.700000,1.700000,0
2015-03-03,3.680000,3.680000,3.500000,3.500000,3.500000,1
2015-03-04,3.500000,3.500000,3.500000,3.500000,3.500000,0
2015-03-05,3.500000,3.500000,3.500000,3.500000,3.500000,0
2015-03-06,3.500000,3.500000,3.500000,3.500000,3.500000,0
2015-03-07,3.500000,3.500000,3.500000,3.500000,3.500000,0
2015-03-08,1.700000,1.950000,1.700000,1.950000,1.950000,0
2015-03-09,1.950000,3.360000,1.950000,3.360000,3.360000,1
2015-03-10,3.360000,3.530000,3.360000,3.530000,3.530000,0
2015-03-11,3.530000,3.530000,2.300000,2.300000,2.300000,0
2015-03-12,2.300000,2.300000,2.300000,2.300000,2.300000,0
2015-03-13,3.500000,4.000000,3.500000,4.000000,4.000000,0
2015-03-14,2.300000,2.300000,2.300000,2.300000,2.300000,0
2015-03-15,2.300000,2.300000,2.300000,2.300000,2.300000,0
2015-03-16,2.300000,2.300000,2.300000,2.300000,2.300000,0
2015-03-17,2.300000,2.300000,2.300000,2.300000,2.300000,0
2015-03-18,4.000000,4.000000,4.000000,4.000000,4.000000,0
2015-03-19,3.500000,3.500000,3.500000,3.500000,3.500000,0
2015-03-20,3.500000,3.500000,3.500000,3.500000,3.500000,7
2015-03-21,4.000000,4.000000,4.000000,4.000000,4.000000,5
2015-03-22,4.000000,5.990000,4.000000,5.990000,5.990000,0
2015-03-23,2.350000,5.000000,2.350000,3.300000,3.300000,0
2015-03-24,3.300000,6.010000,3.300000,3.300000,3.300000,1
